Forest_Area_ha,Tree_Cover_Loss_ha,Annual_Rainfall_mm,Population_Density,Fire_Incidents,Deforestation_Risk,Illegal_Logging_Flag,Year,Month,Day,Region_Central,Region_Eastern,Region_Northern,Region_Western,District_Gulu,District_Kabale,District_Mbale,District_Mbarara,District_Mukono,District_Wakiso,Forest_Type_Dry Forest,Forest_Type_Mangrove,Forest_Type_Montane Forest,Forest_Type_Plantation,Forest_Type_Tropical Rainforest,Forest_Type_Woodland
6993.34,415.31,2204.9,647.0,18,0,1.0,2021.0,8.0,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1538.99,76.25,1354.1,835.0,11,1,0.0,2023.0,8.0,7.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6676.17,180.98,2455.6,178.0,24,2,0.0,2021.0,8.0,14.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1299.51,5.75,1984.6,531.0,2,1,1.0,2024.0,3.0,10.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3377.31,50.35,1547.1,286.0,11,0,1.0,2023.0,7.0,27.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1686.6,105.68,1917.4,401.0,5,2,0.0,2023.0,5.0,25.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1361.67,8.56,1286.2,696.0,4,1,0.0,2022.0,8.0,12.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1741.92,138.87,1219.0,403.0,8,2,1.0,2022.0,11.0,22.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4231.16,108.86,788.5,504.0,0,2,1.0,2021.0,5.0,4.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1395.35,12.42,2070.8,693.0,23,1,0.0,2023.0,6.0,17.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
919.55,43.3,1215.8,135.0,0,1,1.0,2024.0,8.0,4.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7715.37,562.29,2031.8,645.0,13,0,1.0,2022.0,7.0,13.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7087.92,52.18,1319.1,606.0,24,1,0.0,2023.0,5.0,29.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4004.07,62.81,1871.1,328.0,19,1,0.0,2023.0,3.0,25.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5528.91,19.4,2446.6,213.0,1,1,1.0,2021.0,1.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3183.0,180.61,1680.3,846.0,6,2,1.0,2023.0,3.0,16.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5200.97,138.31,2455.8,634.0,0,2,1.0,2022.0,5.0,29.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
542.91,26.18,2076.4,115.0,6,1,0.0,2024.0,1.0,13.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2476.79,9.57,1526.6,431.0,17,1,0.0,2023.0,5.0,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
9929.61,716.27,767.0,235.0,18,0,1.0,2024.0,5.0,13.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9405.91,592.08,2086.3,860.0,3,0,1.0,2021.0,2.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2310.51,70.31,1391.1,297.0,15,0,1.0,2023.0,1.0,7.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9398.26,189.96,2317.6,561.0,0,2,0.0,2022.0,8.0,20.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4183.26,80.7,2016.2,828.0,12,0,1.0,2022.0,4.0,25.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7154.83,395.41,1071.2,758.0,12,0,0.0,2021.0,4.0,14.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
9429.47,731.1,2306.4,795.0,24,0,1.0,2022.0,4.0,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
9565.53,263.14,961.1,849.0,3,2,0.0,2021.0,3.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1441.97,107.23,2430.2,274.0,17,2,0.0,2021.0,10.0,10.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2802.85,84.8,780.8,547.0,25,0,1.0,2024.0,12.0,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7180.5,93.87,1086.5,538.0,21,1,0.0,2022.0,6.0,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2449.53,91.65,2410.1,727.0,17,1,0.0,2024.0,12.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4372.28,43.11,773.3,864.0,0,1,1.0,2023.0,9.0,19.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
6774.73,186.15,1856.4,863.0,2,2,0.0,2021.0,6.0,21.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4264.1,331.76,1138.8,782.0,1,0,0.0,2023.0,8.0,27.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4460.58,192.99,732.4,742.0,19,0,1.0,2021.0,9.0,28.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7611.27,144.62,1617.9,455.0,9,2,0.0,2022.0,6.0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3940.85,83.47,2118.1,51.0,3,1,0.0,2022.0,10.0,20.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
463.39,2.99,1512.6,735.0,2,1,1.0,2024.0,2.0,24.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8726.13,327.79,785.5,814.0,5,0,1.0,2024.0,9.0,28.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4173.27,133.43,2449.1,202.0,5,2,1.0,2021.0,5.0,18.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
767.95,24.29,2365.2,35.0,24,0,1.0,2022.0,8.0,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8741.52,3.5,1836.2,604.0,3,1,1.0,2021.0,3.0,29.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
9677.4,636.79,1448.5,867.0,9,0,0.0,2022.0,12.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5721.91,131.42,1630.9,712.0,22,2,0.0,2023.0,9.0,29.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1747.78,100.82,1284.0,754.0,20,2,0.0,2024.0,3.0,29.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
410.94,13.5,2015.6,890.0,24,0,1.0,2024.0,8.0,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2630.33,145.38,743.7,44.0,19,2,0.0,2024.0,8.0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9501.38,198.4,1416.4,280.0,12,0,1.0,2023.0,4.0,16.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2614.56,28.37,2436.2,337.0,8,1,1.0,2024.0,3.0,22.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5371.41,245.3,1711.8,302.0,7,2,0.0,2021.0,4.0,29.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1781.24,24.05,1131.3,140.0,14,0,1.0,2024.0,8.0,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7403.25,534.02,1098.3,281.0,18,0,1.0,2021.0,7.0,25.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9425.33,104.71,1577.2,104.0,20,2,0.0,2022.0,6.0,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8936.66,613.29,1023.6,716.0,2,0,1.0,2021.0,9.0,16.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7767.13,444.0,2069.0,269.0,12,0,1.0,2023.0,3.0,16.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1536.33,19.95,1003.2,239.0,14,1,0.0,2023.0,4.0,14.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7298.72,296.37,2183.3,233.0,18,2,0.0,2021.0,11.0,20.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2041.72,35.86,1112.9,859.0,22,0,1.0,2023.0,8.0,20.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
792.44,56.08,2434.8,548.0,16,1,0.0,2022.0,5.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1513.29,48.54,1991.9,303.0,8,1,1.0,2021.0,1.0,10.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
502.99,4.79,2319.8,38.0,4,1,0.0,2023.0,9.0,28.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5595.3,90.14,1378.4,132.0,11,0,1.0,2021.0,10.0,4.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
5345.73,68.69,706.1,187.0,14,0,1.0,2024.0,4.0,13.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9269.55,89.03,1423.1,453.0,22,1,0.0,2021.0,3.0,21.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
8116.3,506.82,2361.7,541.0,5,0,1.0,2022.0,8.0,24.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
586.86,34.18,735.7,502.0,18,1,0.0,2023.0,3.0,20.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1794.57,7.81,867.6,506.0,4,1,1.0,2022.0,8.0,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6723.66,221.15,1502.4,87.0,19,2,0.0,2022.0,11.0,10.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8591.77,421.02,1410.9,628.0,4,0,0.0,2024.0,7.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
747.79,52.83,1784.9,195.0,11,1,0.0,2023.0,1.0,7.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
5082.77,9.69,1338.0,32.0,17,1,0.0,2021.0,3.0,18.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
8443.37,480.04,1297.0,190.0,11,0,0.0,2022.0,12.0,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6880.95,243.45,1918.6,78.0,7,2,1.0,2022.0,10.0,22.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6266.23,301.32,862.3,277.0,19,0,1.0,2022.0,12.0,30.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7091.12,238.6,2497.2,705.0,11,0,1.0,2024.0,10.0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9305.25,276.38,2191.7,482.0,15,0,1.0,2022.0,8.0,21.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6640.75,150.89,763.3,591.0,11,0,1.0,2024.0,9.0,27.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
9694.54,30.41,2000.0,49.0,22,1,0.0,2024.0,5.0,19.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2847.77,26.01,2133.3,640.0,1,1,1.0,2021.0,4.0,3.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
7610.37,508.39,1919.2,875.0,2,0,0.0,2023.0,10.0,8.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9870.5,489.67,1231.2,172.0,24,0,0.0,2022.0,10.0,9.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1573.08,54.6,1097.3,129.0,12,1,0.0,2022.0,5.0,29.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2513.75,88.64,2392.9,297.0,6,1,1.0,2024.0,5.0,15.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6188.12,26.19,2345.4,354.0,10,1,1.0,2023.0,4.0,17.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7682.27,53.94,1991.3,479.0,17,0,1.0,2023.0,5.0,27.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014.38,29.96,2108.2,163.0,14,1,0.0,2024.0,10.0,28.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7040.55,241.79,1359.6,855.0,10,2,1.0,2024.0,12.0,2.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7943.88,190.69,1949.1,98.0,9,2,1.0,2022.0,1.0,16.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6809.86,272.98,1968.8,430.0,5,2,0.0,2022.0,3.0,25.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
744.79,25.25,975.1,268.0,12,1,0.0,2023.0,10.0,8.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4960.36,110.11,1127.1,822.0,25,2,0.0,2022.0,1.0,31.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2746.23,158.74,1392.0,739.0,0,2,0.0,2022.0,6.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8412.44,580.91,1266.6,280.0,15,0,0.0,2022.0,11.0,11.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1051.9,77.14,1088.3,212.0,3,1,1.0,2021.0,4.0,22.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8003.82,256.01,1755.3,823.0,8,2,1.0,2021.0,7.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6733.87,202.44,2028.2,857.0,7,2,1.0,2023.0,12.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7342.6,227.37,1309.1,305.0,5,2,0.0,2022.0,7.0,26.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4013.56,283.75,1784.7,111.0,15,0,1.0,2024.0,6.0,17.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1390.45,45.96,1249.0,282.0,19,0,1.0,2022.0,4.0,2.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6433.15,233.4,2137.3,170.0,15,0,1.0,2022.0,8.0,19.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7346.0,479.34,936.1,703.0,22,0,1.0,2024.0,6.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8197.32,594.38,1853.3,638.0,19,0,0.0,2024.0,3.0,28.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1168.55,19.72,2131.5,604.0,20,1,0.0,2024.0,11.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7453.4,271.82,2179.9,257.0,14,0,1.0,2022.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9600.05,360.22,1024.8,143.0,8,0,0.0,2022.0,2.0,8.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3587.77,142.64,829.5,776.0,21,2,0.0,2021.0,11.0,25.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1115.81,88.25,1520.7,584.0,16,1,0.0,2023.0,7.0,23.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7672.17,188.74,1210.3,41.0,4,2,0.0,2022.0,6.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9058.57,485.56,720.3,236.0,0,0,0.0,2022.0,12.0,29.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2539.31,24.51,1664.3,495.0,25,0,1.0,2024.0,12.0,24.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8583.87,56.1,890.1,456.0,15,0,1.0,2022.0,6.0,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4127.4,80.89,2458.9,508.0,25,0,1.0,2024.0,7.0,23.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8548.82,296.45,899.6,311.0,22,0,1.0,2021.0,8.0,31.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2470.37,7.23,868.9,669.0,24,0,1.0,2024.0,11.0,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2936.63,199.25,2034.6,44.0,13,0,1.0,2023.0,12.0,17.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4389.85,65.89,1386.5,665.0,13,1,0.0,2022.0,5.0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6304.45,133.42,881.9,612.0,6,2,0.0,2024.0,1.0,5.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1257.25,92.18,1097.4,104.0,7,1,1.0,2022.0,8.0,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7073.05,290.9,2164.3,254.0,21,2,0.0,2022.0,12.0,28.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5798.96,256.39,2155.7,889.0,12,2,0.0,2023.0,8.0,28.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9183.13,342.66,1224.0,500.0,11,0,1.0,2024.0,10.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6935.03,279.24,2339.7,427.0,11,0,1.0,2022.0,7.0,25.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1554.35,11.91,1344.3,180.0,7,1,0.0,2023.0,11.0,22.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8124.14,262.37,2041.5,580.0,16,0,1.0,2021.0,10.0,11.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1344.31,11.51,1229.8,53.0,19,1,0.0,2021.0,11.0,6.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3181.69,178.82,1664.6,876.0,1,2,0.0,2023.0,5.0,20.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6145.03,319.05,1253.7,596.0,25,0,0.0,2024.0,10.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
290.33,16.67,1130.3,235.0,15,0,1.0,2023.0,7.0,30.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1826.18,121.09,1651.9,481.0,2,2,0.0,2024.0,9.0,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4672.56,341.28,1951.4,531.0,23,0,1.0,2023.0,6.0,17.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1153.32,85.86,1365.1,606.0,17,0,1.0,2021.0,8.0,21.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
446.26,28.81,2014.0,488.0,3,1,1.0,2022.0,2.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3150.41,94.0,1433.3,736.0,2,1,1.0,2024.0,1.0,18.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
8815.32,487.68,1322.5,715.0,25,0,1.0,2022.0,3.0,2.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9638.11,606.91,1379.8,607.0,2,0,0.0,2024.0,4.0,28.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5824.2,32.04,1199.5,426.0,4,1,1.0,2024.0,2.0,27.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4182.56,115.86,2281.7,491.0,23,2,0.0,2022.0,7.0,25.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7231.51,210.99,1788.5,300.0,8,2,0.0,2021.0,4.0,29.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
8648.94,514.02,913.3,509.0,20,0,1.0,2023.0,11.0,13.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
121.3,6.34,1990.4,505.0,4,1,0.0,2021.0,1.0,5.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
9910.07,747.23,1902.8,432.0,4,0,1.0,2021.0,6.0,26.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1379.06,94.35,1669.4,715.0,18,1,0.0,2023.0,2.0,17.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2603.58,43.42,2099.8,690.0,2,1,0.0,2022.0,12.0,31.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4456.58,43.63,1686.8,657.0,10,1,1.0,2022.0,12.0,27.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8394.22,253.86,1235.1,75.0,24,2,0.0,2023.0,5.0,17.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7951.59,70.79,1437.9,374.0,0,1,1.0,2024.0,7.0,19.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1070.32,13.92,1606.2,57.0,16,0,1.0,2024.0,8.0,17.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
624.67,22.49,775.8,78.0,11,1,0.0,2024.0,7.0,19.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9357.84,197.17,2329.7,409.0,23,2,0.0,2021.0,11.0,30.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2416.47,23.47,981.9,334.0,20,0,1.0,2022.0,8.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1603.77,84.66,1126.9,502.0,16,0,1.0,2021.0,2.0,20.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4781.64,266.44,1244.0,756.0,13,2,0.0,2024.0,4.0,9.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
8006.13,584.17,856.7,99.0,18,0,0.0,2021.0,10.0,22.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3383.87,55.07,1821.1,355.0,8,1,1.0,2022.0,8.0,17.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5316.31,391.76,1594.8,458.0,2,0,1.0,2021.0,7.0,8.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2400.18,112.09,1959.6,623.0,12,2,0.0,2021.0,11.0,28.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9587.98,127.39,1491.3,416.0,2,2,1.0,2023.0,9.0,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1165.49,3.57,2128.9,281.0,19,1,0.0,2024.0,4.0,25.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4174.16,299.46,1156.2,622.0,15,2,0.0,2021.0,6.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1034.76,63.03,2407.3,258.0,23,0,1.0,2024.0,12.0,31.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1941.06,124.97,1899.2,190.0,24,2,0.0,2021.0,6.0,13.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1917.39,107.89,2320.1,80.0,6,2,0.0,2024.0,6.0,10.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3882.25,155.13,2338.4,146.0,11,0,1.0,2024.0,8.0,9.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6444.54,115.38,1981.5,882.0,16,0,1.0,2023.0,3.0,31.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4649.03,188.74,967.2,591.0,24,2,0.0,2023.0,4.0,20.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3183.42,119.02,2037.5,288.0,9,2,0.0,2021.0,3.0,29.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3977.76,3.39,1580.6,898.0,22,0,1.0,2022.0,11.0,3.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4221.16,260.27,953.8,458.0,13,0,1.0,2024.0,1.0,31.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7642.9,545.93,1800.2,745.0,24,0,0.0,2023.0,1.0,17.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7532.4,214.86,2437.7,32.0,8,2,1.0,2022.0,12.0,22.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3756.87,276.93,2472.5,84.0,18,2,0.0,2021.0,10.0,26.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
796.98,52.44,2069.3,283.0,6,1,0.0,2021.0,11.0,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1405.45,65.25,802.4,757.0,21,1,0.0,2023.0,3.0,8.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2348.68,97.03,2317.6,78.0,3,1,0.0,2022.0,10.0,4.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6092.57,136.54,1818.5,171.0,10,2,1.0,2023.0,1.0,22.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3866.0,145.45,1706.9,331.0,21,0,1.0,2024.0,4.0,19.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3256.86,79.21,1159.5,735.0,4,1,0.0,2024.0,10.0,16.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8521.49,117.75,857.8,564.0,10,2,0.0,2024.0,8.0,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3727.52,0.1,1734.5,761.0,6,1,1.0,2022.0,7.0,11.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
5956.13,323.8,1008.4,52.0,9,0,0.0,2021.0,3.0,19.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8327.82,653.17,1962.1,899.0,9,0,0.0,2024.0,3.0,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7642.51,255.14,2456.7,92.0,12,2,0.0,2021.0,3.0,19.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7196.39,266.05,2084.3,522.0,4,2,0.0,2023.0,4.0,7.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1447.77,29.84,1461.7,32.0,25,1,0.0,2024.0,9.0,5.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3561.22,201.19,1363.1,862.0,4,2,0.0,2021.0,4.0,27.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3151.97,6.53,1897.8,49.0,11,0,1.0,2022.0,2.0,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1262.45,7.48,1271.9,556.0,5,1,0.0,2022.0,3.0,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4412.35,62.89,870.2,384.0,5,1,1.0,2024.0,7.0,30.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7414.11,526.39,2444.4,395.0,17,0,0.0,2023.0,2.0,12.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6621.02,156.61,2079.1,765.0,24,2,0.0,2023.0,11.0,3.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1724.22,107.76,1987.7,876.0,18,2,0.0,2024.0,5.0,24.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1063.7,73.76,890.6,685.0,24,1,0.0,2024.0,3.0,1.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8294.36,24.04,1713.8,662.0,9,1,1.0,2022.0,10.0,10.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6772.91,183.22,1321.2,838.0,17,0,1.0,2021.0,1.0,7.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
