Record_ID,Observation_Date,Region,District,Forest_Type,Forest_Area_ha,Tree_Cover_Loss_ha,Annual_Rainfall_mm,Population_Density,Fire_Incidents,Illegal_Logging,Deforestation_Risk
REC00818,2024-11-10,Western,Kabale,Dry Forest,9455.64,469.69,1189.5,422,13,No,High
REC00819,2023-10-11,Western,Mbarara,Montane Forest,2389.59,80.5,780.8,583,11,Yes,High
REC00820,2023-08-28,Central,Mukono,Tropical Rainforest,8271.97,24.61,1163.6,532,18,No,Low
REC00821,2022-10-20,Western,Mbarara,Dry Forest,4622.99,248.4,1416.2,741,3,Yes,Medium
REC00822,2024-02-05,Central,Wakiso,Montane Forest,2390.35,85.64,1763.7,240,18,Yes,High
REC00823,2022-10-23,Northern,Gulu,Dry Forest,7637.79,118.85,1011.1,118,4,Yes,Medium
REC00824,2023-01-01,Central,Wakiso,Dry Forest,705.35,34.75,930.5,106,14,Yes,High
REC00825,2022-08-30,Western,Kabale,Mangrove,8213.63,489.9,1224.9,887,18,No,High
REC00826,2023-06-20,Central,Wakiso,Montane Forest,3542.78,162.57,1373.1,872,4,Yes,Medium
REC00827,2022-05-18,Northern,Gulu,Dry Forest,7192.06,255.23,1409.8,123,23,No,Medium
REC00828,2021-07-15,Western,Kabale,Montane Forest,2067.17,5.01,1463.7,844,12,No,Low
REC00829,2023-05-01,Western,Kabale,Tropical Rainforest,3432.92,235.87,2111.5,250,18,Yes,High
REC00830,2024-09-12,Central,Mukono,Dry Forest,3843.69,56.25,1491.7,865,0,No,Low
REC00831,2021-12-24,Northern,Gulu,Tropical Rainforest,4772.61,171.92,2318.7,287,11,Yes,High
REC00832,2024-05-23,Central,Wakiso,Montane Forest,966.91,17.75,1250.1,454,24,Yes,High
REC00833,2021-01-08,Western,Kabale,Montane Forest,4308.12,271.05,1296.6,549,12,No,Medium
REC00834,2022-09-09,Central,Wakiso,Dry Forest,7440.88,372.56,1650.1,207,22,No,High
REC00835,2023-09-02,Northern,Gulu,Tropical Rainforest,1790.46,126.71,1183.3,819,22,No,Medium
REC00836,2022-02-26,Eastern,Mbale,Tropical Rainforest,9154.66,160.36,776.0,614,22,No,Medium
REC00837,2022-05-05,Northern,Gulu,Tropical Rainforest,9366.05,504.61,1322.2,792,14,Yes,High
REC00838,2022-07-19,Eastern,Mbale,Mangrove,7191.71,463.94,2425.2,694,24,No,High
REC00839,2022-09-20,Western,Kabale,Plantation,3507.49,265.42,1284.2,112,3,No,Medium
REC00840,2023-11-24,Western,Mbarara,Plantation,8477.66,655.82,772.3,838,2,No,High
REC00841,2021-12-15,Central,Mukono,Dry Forest,7035.66,475.27,1192.4,238,24,No,High
REC00842,2021-06-13,Central,Wakiso,Plantation,8918.12,171.19,1280.7,611,22,Yes,High
REC00843,2024-09-23,Central,Wakiso,Mangrove,2630.43,175.0,847.5,410,19,No,Medium
REC00844,2022-09-11,Eastern,Mbale,Mangrove,7642.63,415.06,1119.5,883,19,No,High
REC00845,2023-03-01,Central,Wakiso,Tropical Rainforest,1342.41,38.49,1935.0,435,10,No,Low
REC00846,2021-02-05,Eastern,Mbale,Woodland,4059.83,189.43,1017.7,699,1,Yes,Medium
REC00847,2023-09-05,Central,Wakiso,Tropical Rainforest,8499.92,409.94,1835.4,397,13,No,High
REC00848,2023-09-26,Central,Mukono,Mangrove,8553.45,663.95,1108.8,214,12,Yes,High
REC00849,2021-12-19,Western,Mbarara,Tropical Rainforest,285.09,11.75,2017.4,717,15,No,Low
REC00850,2023-10-27,Northern,Gulu,Montane Forest,2584.29,154.38,1076.3,269,12,Yes,High
REC00851,2023-08-17,Northern,Gulu,Tropical Rainforest,4865.0,103.89,1095.9,747,0,No,Medium
REC00852,2024-07-20,Central,Mukono,Tropical Rainforest,3444.08,207.23,1078.3,400,8,No,Medium
REC00853,2022-04-30,Western,Kabale,Woodland,5879.58,398.38,2040.0,838,22,No,High
REC00854,2023-02-14,Northern,Gulu,Tropical Rainforest,3257.45,103.29,1995.3,214,17,No,Medium
REC00855,2023-04-09,Western,Mbarara,Dry Forest,2291.42,156.3,1046.9,371,24,No,Medium
REC00856,2021-12-16,Western,Mbarara,Woodland,4826.11,206.73,1962.1,862,1,No,Medium
REC00857,2022-08-20,Northern,Gulu,Dry Forest,780.52,16.4,703.1,646,17,No,Low
REC00858,2023-10-03,Central,Mukono,Tropical Rainforest,3794.67,295.99,2023.3,821,17,Yes,High
REC00859,2023-05-26,Central,Wakiso,Montane Forest,9245.61,591.19,2390.3,254,5,Yes,High
REC00860,2023-03-13,Central,Wakiso,Dry Forest,8210.21,371.69,1202.2,596,21,No,High
REC00861,2021-04-20,Northern,Gulu,Woodland,3478.27,217.85,1667.4,610,10,Yes,Medium
REC00862,2021-10-03,Northern,Gulu,Woodland,7945.14,226.21,2401.5,60,9,Yes,Medium
REC00863,2024-01-02,Central,Wakiso,Tropical Rainforest,5567.15,69.44,1370.1,778,12,Yes,High
REC00864,2024-01-05,Western,Mbarara,Mangrove,4953.45,363.8,1171.7,232,12,Yes,High
REC00865,2022-02-26,Northern,Gulu,Mangrove,607.12,18.85,808.1,240,10,No,Low
REC00866,2022-10-31,Western,Kabale,Tropical Rainforest,8092.87,321.94,2452.9,273,1,No,High
REC00867,2024-05-09,Northern,Gulu,Dry Forest,2613.28,109.65,1829.5,465,10,Yes,Medium
REC00868,2024-04-03,Western,Kabale,Montane Forest,4741.52,127.31,814.5,356,6,No,Medium
REC00869,2021-11-15,Central,Wakiso,Tropical Rainforest,7703.27,515.6,1817.7,681,4,No,High
REC00870,2024-09-18,Northern,Gulu,Tropical Rainforest,5194.46,146.83,861.6,453,2,Yes,Medium
REC00871,2022-06-05,Northern,Gulu,Tropical Rainforest,5653.17,246.98,878.7,361,4,No,Medium
REC00872,2023-02-08,Western,Kabale,Dry Forest,1210.02,43.29,1017.1,403,6,No,Low
REC00873,2022-10-24,Western,Mbarara,Tropical Rainforest,6237.76,78.77,2124.7,868,12,Yes,High
REC00874,2024-09-05,Western,Mbarara,Tropical Rainforest,2920.05,26.68,2380.0,665,16,No,Low
REC00875,2024-04-26,Northern,Gulu,Woodland,4508.13,18.25,1683.6,588,20,No,Low
REC00876,2023-01-02,Western,Kabale,Mangrove,9445.88,637.33,1220.5,293,21,Yes,High
REC00877,2021-03-05,Eastern,Mbale,Woodland,1700.67,128.3,2391.9,830,4,No,Medium
REC00878,2024-06-25,Central,Wakiso,Tropical Rainforest,2464.45,140.44,2338.1,208,4,No,Medium
REC00879,2022-05-12,Central,Mukono,Mangrove,2808.17,159.76,1571.3,712,3,No,Medium
REC00880,2024-12-14,Eastern,Mbale,Woodland,3470.47,243.56,824.0,179,3,No,Medium
REC00881,2022-08-25,Eastern,Mbale,Dry Forest,2500.05,167.97,1899.4,394,23,No,Medium
REC00882,2024-03-18,Central,Wakiso,Woodland,9441.22,513.14,2019.9,108,4,No,High
REC00883,2023-12-19,Northern,Gulu,Woodland,8907.57,342.85,1823.6,424,17,No,High
REC00884,2021-12-09,Central,Wakiso,Tropical Rainforest,5760.31,319.25,2247.5,865,24,No,High
REC00885,2021-01-09,Central,Mukono,Woodland,2695.65,18.24,1957.7,660,13,No,Low
REC00886,2023-06-19,Eastern,Mbale,Dry Forest,4919.3,174.93,2193.8,619,7,No,Medium
REC00887,2021-03-09,Western,Mbarara,Dry Forest,135.18,1.99,1327.3,72,18,Yes,High
REC00888,2023-11-05,Central,Mukono,Plantation,2234.6,60.71,2038.8,192,18,Yes,High
REC00889,2023-01-11,Central,Mukono,Dry Forest,5876.11,177.38,1321.8,570,0,No,Medium
REC00890,2021-07-04,Eastern,Mbale,Tropical Rainforest,2878.74,225.3,1902.6,266,25,No,Medium
REC00891,2023-11-22,Central,Wakiso,Mangrove,2913.85,89.37,1728.8,140,6,Yes,Low
REC00892,2024-03-13,Central,Mukono,Dry Forest,887.11,42.93,2400.1,699,16,No,Low
REC00893,2023-02-02,Western,Kabale,Montane Forest,2628.49,6.92,1936.2,462,22,Yes,High
REC00894,2024-01-27,Central,Mukono,Mangrove,1761.79,25.33,2434.8,761,4,No,Low
REC00895,2021-10-31,Western,Kabale,Plantation,4896.64,226.78,2397.7,116,9,Yes,Medium
REC00896,2023-03-25,Northern,Gulu,Plantation,4919.48,264.39,1214.7,791,23,No,Medium
REC00897,2021-02-12,Eastern,Mbale,Tropical Rainforest,2386.45,18.95,776.8,85,7,Yes,Low
REC00898,2024-11-26,Eastern,Mbale,Plantation,5833.21,400.6,724.7,297,16,Yes,High
REC00899,2022-11-21,Northern,Gulu,Dry Forest,6015.65,382.89,1465.7,546,17,Yes,High
REC00900,2021-08-19,Central,Wakiso,Dry Forest,1007.87,76.44,1115.9,250,4,Yes,Low
REC00901,2021-04-25,Eastern,Mbale,Tropical Rainforest,4186.4,258.49,2272.1,568,12,No,Medium
REC00902,2021-11-30,Western,Kabale,Mangrove,2040.35,39.64,2102.4,837,6,Yes,Low
REC00903,2022-07-08,Eastern,Mbale,Dry Forest,3357.47,182.96,1026.4,491,8,Yes,Medium
REC00904,2022-08-01,Central,Wakiso,Plantation,9654.53,305.65,2289.2,156,8,Yes,High
REC00905,2024-04-10,Eastern,Mbale,Tropical Rainforest,5882.41,254.11,1135.4,169,3,Yes,Medium
REC00906,2024-07-17,Western,Mbarara,Mangrove,7579.56,40.63,1655.1,811,4,No,Low
REC00907,2022-12-29,Central,Mukono,Montane Forest,9275.27,493.51,2119.7,295,7,No,High
REC00908,2023-08-08,Northern,Gulu,Montane Forest,9305.36,199.83,762.0,171,5,Yes,Medium
REC00909,2021-04-16,Central,Mukono,Plantation,9288.54,195.85,1289.4,595,19,No,Medium
REC00910,2023-06-20,Western,Mbarara,Woodland,1074.75,75.84,2320.7,882,0,Yes,Low
REC00911,2022-05-09,Western,Mbarara,Woodland,3301.66,86.87,2466.5,223,20,Yes,High
REC00912,2024-09-13,Eastern,Mbale,Mangrove,3949.56,191.56,2072.2,204,9,Yes,Medium
REC00913,2022-10-30,Western,Mbarara,Woodland,2280.46,27.87,2182.9,343,13,No,Low
REC00914,2022-05-23,Western,Mbarara,Woodland,2220.89,6.32,1235.9,635,4,No,Low
REC00915,2023-08-10,Northern,Gulu,Montane Forest,1484.84,21.77,2477.4,107,22,Yes,High
REC00916,2024-10-18,Central,Mukono,Montane Forest,9092.49,77.46,719.6,683,22,No,Low
REC00917,2022-10-21,Central,Mukono,Montane Forest,6686.57,442.95,1219.8,177,10,Yes,High
REC00918,2022-04-23,Western,Kabale,Tropical Rainforest,9298.9,345.14,1462.1,765,10,Yes,High
REC00919,2024-05-29,Eastern,Mbale,Dry Forest,3873.3,168.86,847.3,155,5,No,Medium
REC00920,2021-12-07,Eastern,Mbale,Mangrove,8165.83,374.42,1921.5,845,16,Yes,High
REC00921,2023-07-25,Central,Mukono,Mangrove,4805.31,369.39,2158.7,321,7,Yes,High
REC00922,2022-09-05,Northern,Gulu,Plantation,2538.49,160.38,1531.6,180,11,No,Medium
REC00923,2021-12-24,Eastern,Mbale,Plantation,9297.36,616.48,1178.6,288,24,Yes,High
REC00924,2024-06-27,Eastern,Mbale,Woodland,9792.69,150.29,1217.3,128,1,No,Medium
REC00925,2023-09-03,Central,Mukono,Dry Forest,9712.56,115.44,1716.4,122,5,Yes,Medium
REC00926,2024-08-04,Northern,Gulu,Woodland,2934.88,39.35,835.4,239,18,No,Low
REC00927,2023-01-08,Northern,Gulu,Montane Forest,390.95,28.33,971.6,346,10,No,Low
REC00928,2021-07-01,Western,Kabale,Dry Forest,2261.41,9.71,2304.4,634,0,No,Low
REC00929,2024-03-26,Eastern,Mbale,Plantation,4433.17,213.26,962.2,231,22,Yes,High
REC00930,2024-05-08,Central,Mukono,Dry Forest,2896.53,131.78,1392.8,231,24,No,Medium
REC00931,2023-11-28,Eastern,Mbale,Woodland,7884.38,281.89,2288.3,585,22,Yes,High
REC00932,2021-04-23,Western,Mbarara,Montane Forest,2004.43,58.67,2097.3,438,12,No,Low
REC00933,2021-08-20,Eastern,Mbale,Woodland,1212.21,70.61,2338.6,105,1,Yes,Low
REC00934,2021-07-23,Central,Mukono,Tropical Rainforest,4068.63,302.84,2039.5,473,6,Yes,High
REC00935,2022-10-29,Eastern,Mbale,Mangrove,1496.75,25.06,1906.7,309,1,No,Low
REC00936,2022-09-28,Eastern,Mbale,Woodland,2278.66,141.09,2441.8,222,9,No,Medium
REC00937,2022-08-27,Western,Mbarara,Woodland,2354.49,9.95,861.1,738,11,Yes,High
REC00938,2024-11-24,Western,Kabale,Montane Forest,423.44,29.27,2221.3,676,10,Yes,Low
REC00939,2023-12-19,Northern,Gulu,Woodland,5611.91,332.54,989.3,285,11,No,High
REC00940,2021-04-13,Western,Mbarara,Tropical Rainforest,3062.22,40.22,1626.2,664,13,No,Low
REC00941,2024-12-23,Eastern,Mbale,Tropical Rainforest,983.43,21.42,1551.2,729,24,No,Low
REC00942,2022-07-12,Eastern,Mbale,Woodland,5015.32,243.25,854.3,90,18,Yes,High
REC00943,2022-03-21,Central,Wakiso,Montane Forest,8411.78,165.93,2166.8,395,2,Yes,Medium
REC00944,2024-05-17,Eastern,Mbale,Plantation,8673.51,509.03,1232.2,234,21,No,High
REC00945,2022-12-27,Western,Mbarara,Plantation,291.41,15.02,1242.7,384,22,Yes,High
REC00946,2021-06-05,Western,Mbarara,Woodland,7815.08,2.45,1704.5,640,21,No,Low
REC00947,2024-08-14,Northern,Gulu,Plantation,6369.51,419.8,1705.6,99,5,No,High
REC00948,2024-07-09,Western,Kabale,Montane Forest,4010.83,249.09,2120.4,216,21,No,Medium
REC00949,2023-12-28,Northern,Gulu,Mangrove,8041.33,223.52,1698.3,587,21,No,Medium
REC00950,2022-06-18,Eastern,Mbale,Montane Forest,8135.89,243.7,1277.1,705,8,Yes,Medium
REC00951,2022-07-04,Central,Wakiso,Woodland,3285.27,74.14,1863.2,69,18,Yes,High
REC00952,2023-08-10,Central,Wakiso,Montane Forest,263.71,3.9,1161.2,163,9,Yes,Low
REC00953,2024-11-02,Western,Kabale,Montane Forest,9983.69,649.13,2126.1,236,12,Yes,High
REC00954,2021-09-10,Western,Mbarara,Tropical Rainforest,9400.59,566.72,2041.4,104,1,Yes,High
REC00955,2022-07-31,Central,Mukono,Mangrove,5412.71,354.4,2358.4,351,0,No,High
REC00956,2021-12-18,Western,Kabale,Plantation,489.93,8.9,803.9,190,23,Yes,High
REC00957,2023-01-31,Central,Wakiso,Mangrove,4407.98,281.02,1475.5,879,15,No,Medium
REC00958,2022-02-28,Eastern,Mbale,Tropical Rainforest,2002.78,103.12,1786.3,539,24,Yes,High
REC00959,2022-03-10,Central,Mukono,Montane Forest,5660.29,311.63,861.2,630,12,No,High
REC00960,2021-09-12,Eastern,Mbale,Tropical Rainforest,7984.07,515.87,1621.2,189,14,No,High
REC00961,2024-01-31,Eastern,Mbale,Tropical Rainforest,2710.97,124.07,1061.1,841,1,Yes,Medium
REC00962,2024-10-27,Northern,Gulu,Dry Forest,7912.09,452.01,2163.0,839,0,Yes,High
REC00963,2021-11-12,Central,Wakiso,Tropical Rainforest,5733.6,40.12,1429.4,486,14,Yes,High
REC00964,2022-11-04,Eastern,Mbale,Plantation,9901.12,274.16,2101.7,545,25,No,Medium
REC00965,2021-10-21,Western,Mbarara,Mangrove,6127.69,280.83,2273.9,742,3,Yes,Medium
REC00966,2022-12-23,Central,Wakiso,Plantation,3779.64,226.61,2328.3,788,4,No,Medium
REC00967,2024-12-07,Eastern,Mbale,Dry Forest,8496.01,418.88,2197.8,467,0,Yes,High
REC00968,2022-04-20,Eastern,Mbale,Plantation,8862.57,361.14,1946.2,519,19,Yes,High
REC00969,2022-09-06,Western,Kabale,Plantation,9329.45,250.22,2425.0,211,24,No,Medium
REC00970,2021-04-08,Western,Kabale,Tropical Rainforest,4127.56,76.3,1487.0,390,14,Yes,High
REC00971,2022-08-26,Western,Kabale,Montane Forest,6320.64,110.28,1218.5,209,21,No,Medium
REC00972,2023-01-20,Central,Wakiso,Montane Forest,1978.01,118.13,1630.6,484,1,Yes,Medium
REC00973,2022-03-20,Northern,Gulu,Plantation,1099.93,82.2,1130.5,209,18,Yes,High
REC00974,2024-11-04,Western,Mbarara,Woodland,1415.4,74.04,1479.8,574,24,No,Low
REC00975,2022-10-16,Eastern,Mbale,Mangrove,2278.17,48.82,1104.3,179,25,No,Low
REC00976,2021-04-12,Western,Kabale,Montane Forest,784.84,12.65,1658.8,796,19,Yes,High
REC00977,2024-04-29,Western,Mbarara,Woodland,6074.98,107.25,1828.9,487,23,Yes,High
REC00978,2024-11-15,Western,Mbarara,Dry Forest,467.68,29.01,1638.5,830,14,Yes,High
REC00979,2021-01-11,Northern,Gulu,Dry Forest,5150.87,106.2,936.1,144,24,Yes,High
REC00980,2021-06-02,Eastern,Mbale,Woodland,3685.38,82.27,2085.6,105,10,Yes,Low
REC00981,2024-09-09,Western,Mbarara,Montane Forest,8309.07,167.01,1295.6,601,7,Yes,Medium
REC00982,2024-01-12,Central,Mukono,Mangrove,7816.25,338.71,2213.1,494,5,Yes,High
REC00983,2023-06-21,Western,Mbarara,Montane Forest,8572.77,219.79,1957.4,585,20,No,Medium
REC00984,2022-12-07,Western,Kabale,Woodland,2231.07,155.29,1453.4,56,24,Yes,High
REC00985,2023-12-09,Western,Kabale,Mangrove,2035.77,120.44,894.6,424,24,No,Medium
REC00986,2024-06-22,Central,Wakiso,Woodland,2948.07,19.75,2100.2,180,19,No,Low
REC00987,2023-01-18,Eastern,Mbale,Montane Forest,7688.8,105.62,1338.3,116,1,No,Medium
REC00988,2024-09-04,Northern,Gulu,Mangrove,3047.18,28.44,1874.3,412,16,Yes,High
REC00989,2021-02-03,Western,Mbarara,Tropical Rainforest,9094.34,72.3,1531.2,377,23,Yes,High
REC00990,2023-04-21,Western,Mbarara,Mangrove,5278.07,374.29,2005.4,507,18,Yes,High
REC00991,2024-01-12,Western,Kabale,Tropical Rainforest,8628.04,681.15,1599.8,342,4,No,High
REC00992,2021-11-24,Central,Mukono,Plantation,3047.7,145.62,865.6,234,17,Yes,High
REC00993,2022-08-15,Central,Wakiso,Plantation,1520.75,66.81,2138.1,146,17,Yes,High
REC00994,2024-03-02,Western,Mbarara,Tropical Rainforest,7342.91,468.65,1335.1,281,15,No,High
REC00995,2024-01-29,Central,Mukono,Dry Forest,9281.87,36.87,2172.6,120,24,No,Low
REC00996,2024-01-30,Eastern,Mbale,Montane Forest,4862.38,51.54,921.0,617,18,Yes,High
REC00997,2024-06-02,Central,Mukono,Mangrove,8934.13,387.25,1717.1,691,10,No,High
REC00998,2021-02-21,Western,Kabale,Woodland,8123.8,371.96,1385.8,172,13,Yes,High
REC00999,2022-11-17,Northern,Gulu,Montane Forest,1837.61,100.25,948.0,156,12,Yes,High
REC01000,2023-04-10,Western,Mbarara,Mangrove,3092.0,35.82,1107.8,417,12,Yes,High
REC01001,2024-05-23,Western,Mbarara,Woodland,3808.32,210.83,1098.7,547,20,No,Medium
REC01002,2022-01-05,Northern,Gulu,Woodland,6857.34,317.27,2243.4,81,4,No,High
REC01003,2022-08-01,Western,Kabale,Dry Forest,2791.61,67.63,2361.6,138,25,Yes,High
REC01004,2024-05-12,Central,Mukono,Tropical Rainforest,141.56,9.69,1177.0,831,8,No,Low
REC01005,2023-07-17,Eastern,Mbale,Tropical Rainforest,2989.98,103.96,1411.4,407,23,No,Medium
REC01006,2023-03-02,Northern,Gulu,Woodland,5168.83,175.3,1162.1,125,1,No,Medium
REC01007,2024-12-29,Western,Kabale,Tropical Rainforest,3035.31,134.14,1833.2,236,5,Yes,Medium
REC01008,2022-10-30,Western,Kabale,Plantation,429.87,29.57,1131.2,540,0,Yes,Low
REC01009,2022-07-13,Eastern,Mbale,Woodland,7253.16,141.06,1381.1,581,11,Yes,High
REC01010,2021-12-11,Northern,Gulu,Montane Forest,9678.49,717.98,1306.5,555,15,No,High
REC01011,2024-07-08,Central,Mukono,Woodland,7796.93,528.62,1641.7,79,15,Yes,High
REC01012,2023-08-04,Central,Mukono,Dry Forest,2191.38,30.92,1057.2,803,22,No,Low
REC01013,2022-03-03,Western,Kabale,Woodland,9083.66,597.83,2085.4,767,21,No,High
REC01014,2024-01-23,Central,Wakiso,Tropical Rainforest,8911.35,431.78,722.2,310,15,No,High
REC01015,2021-01-27,Eastern,Mbale,Montane Forest,361.14,13.89,1998.3,336,1,Yes,Low
REC01016,2022-08-28,Northern,Gulu,Tropical Rainforest,1516.34,104.59,1035.7,659,9,Yes,Medium
REC01017,2023-05-01,Northern,Gulu,Dry Forest,2532.17,62.98,1929.9,198,3,Yes,Low
REC01018,2021-10-08,Western,Mbarara,Montane Forest,7188.06,482.03,2247.9,616,4,No,High
REC01019,2022-08-06,Northern,Gulu,Mangrove,841.02,1.27,929.1,287,5,No,Low
REC01020,2021-02-15,Western,Kabale,Tropical Rainforest,9572.22,681.47,772.3,796,11,Yes,High
REC01021,2024-06-23,Western,Kabale,Dry Forest,9177.49,364.81,882.8,443,20,Yes,High
REC01022,2024-12-03,Western,Mbarara,Mangrove,3381.65,258.51,2056.8,533,3,Yes,Medium
REC01023,2023-10-11,Western,Kabale,Woodland,7043.42,361.56,700.9,230,25,Yes,High
REC01024,2021-04-28,Eastern,Mbale,Montane Forest,8943.91,139.24,1058.6,360,19,Yes,High
REC01025,2024-02-09,Northern,Gulu,Plantation,3011.02,119.3,1363.9,535,2,No,Medium
REC01026,2023-05-04,Western,Kabale,Tropical Rainforest,7764.13,18.57,1405.9,440,0,No,Low
REC01027,2022-11-29,Central,Mukono,Plantation,1359.42,41.96,1737.6,758,21,No,Low
REC01028,2022-06-11,Central,Mukono,Montane Forest,9432.59,721.87,1655.4,822,22,No,High
REC01029,2023-05-12,Central,Mukono,Dry Forest,5964.41,120.52,846.2,160,6,No,Medium
REC01030,2023-04-22,Eastern,Mbale,Plantation,932.77,3.92,1796.5,854,0,Yes,Low
REC01031,2023-08-17,Western,Mbarara,Woodland,8501.63,75.34,2474.9,436,23,Yes,High
REC01032,2023-10-25,Western,Mbarara,Mangrove,3576.85,184.82,1960.0,92,15,No,Medium
REC01033,2021-05-31,Central,Mukono,Mangrove,5273.42,82.02,1530.3,852,18,No,Low
REC01034,2021-06-08,Northern,Gulu,Mangrove,7636.03,454.92,1138.6,765,17,No,High
REC01035,2021-12-10,Central,Wakiso,Tropical Rainforest,9362.55,708.62,1505.1,220,20,Yes,High
REC01036,2021-12-19,Northern,Gulu,Mangrove,3159.93,120.69,840.4,567,10,No,Medium
REC01037,2023-07-13,Western,Kabale,Plantation,3212.46,34.26,2235.3,296,6,No,Low
REC01038,2024-02-01,Central,Mukono,Tropical Rainforest,3979.21,295.71,1761.4,592,21,No,Medium
REC01039,2023-03-29,Western,Mbarara,Dry Forest,2969.57,190.66,2153.2,507,25,No,Medium
REC01040,2021-04-06,Eastern,Mbale,Dry Forest,9758.91,552.39,2033.7,392,5,No,High
REC01041,2022-01-25,Northern,Gulu,Montane Forest,124.21,8.35,1914.9,870,6,Yes,Low
REC01042,2024-01-03,Central,Mukono,Woodland,1958.14,88.31,2054.3,852,3,No,Low
REC01043,2024-08-06,Central,Mukono,Dry Forest,345.86,6.25,1267.0,51,3,Yes,Low
REC01044,2022-01-22,Western,Kabale,Woodland,3018.55,40.22,2113.6,167,18,Yes,High
REC01045,2021-03-18,Northern,Gulu,Woodland,9196.5,180.76,1371.8,170,4,No,Medium
REC01046,2021-03-20,Central,Wakiso,Dry Forest,6340.96,213.5,1359.8,877,24,No,Medium
REC01047,2021-12-22,Western,Kabale,Mangrove,7516.44,34.85,1815.3,223,17,No,Low
REC01048,2023-12-01,Northern,Gulu,Dry Forest,4842.5,268.44,1187.9,572,22,Yes,High
REC01049,2023-02-11,Central,Mukono,Mangrove,8959.27,55.09,2325.8,90,9,Yes,Low
REC01050,2021-08-28,Western,Mbarara,Plantation,7329.33,491.28,1003.0,521,15,Yes,High
REC01051,2022-11-05,Central,Wakiso,Montane Forest,3325.01,255.77,1522.4,293,24,No,Medium
REC01052,2023-03-21,Central,Wakiso,Montane Forest,3967.9,62.62,2328.5,663,7,Yes,Low
REC01053,2022-12-22,Western,Kabale,Tropical Rainforest,4942.0,328.46,2037.2,840,23,Yes,High
REC01054,2021-05-17,Central,Mukono,Mangrove,1506.69,6.25,804.7,774,8,No,Low
REC01055,2024-11-26,Central,Mukono,Tropical Rainforest,4052.4,29.66,1585.0,259,6,No,Low
REC01056,2024-06-08,Western,Kabale,Montane Forest,418.52,17.06,1006.5,502,8,No,Low
REC01057,2024-06-17,Eastern,Mbale,Tropical Rainforest,1663.79,45.44,1715.7,765,19,Yes,High
REC01058,2021-05-05,Western,Mbarara,Dry Forest,6013.92,254.49,2081.6,581,1,No,Medium
REC01059,2021-08-22,Western,Kabale,Mangrove,3409.2,199.88,2247.1,437,21,No,Medium
REC01060,2023-09-24,Western,Kabale,Plantation,7240.31,539.7,1336.9,237,1,No,High
REC01061,2023-09-22,Eastern,Mbale,Dry Forest,6023.69,285.96,2064.2,125,14,No,Medium
REC01062,2024-02-26,Western,Kabale,Woodland,3429.51,85.4,881.7,399,12,No,Low
REC01063,2023-07-07,Central,Wakiso,Dry Forest,6042.88,427.98,2499.9,159,22,No,High
REC01064,2023-06-02,Central,Wakiso,Dry Forest,1841.61,121.09,1644.2,111,0,No,Medium
REC01065,2022-05-09,Central,Wakiso,Montane Forest,1644.0,24.24,877.2,235,21,Yes,High
REC01066,2021-02-24,Central,Mukono,Woodland,428.61,15.01,2428.4,337,1,No,Low
REC01067,2021-06-21,Central,Mukono,Dry Forest,6677.79,165.92,1244.9,804,12,Yes,High
REC01068,2023-12-21,Central,Wakiso,Plantation,5613.84,251.38,2396.5,371,3,Yes,Medium
REC01069,2023-10-08,Eastern,Mbale,Plantation,2999.84,73.7,1045.5,807,4,Yes,Low
REC01070,2021-06-23,Northern,Gulu,Tropical Rainforest,3080.59,123.31,1475.4,52,5,Yes,Medium
REC01071,2022-02-20,Central,Wakiso,Woodland,1531.89,70.44,1369.6,716,16,No,Low
REC01072,2023-01-26,Northern,Gulu,Dry Forest,4761.2,83.08,1725.7,620,11,Yes,High
REC01073,2024-02-12,Northern,Gulu,Tropical Rainforest,4353.45,189.6,2384.6,82,6,Yes,Medium
REC01074,2024-04-03,Central,Mukono,Woodland,3405.97,232.62,2194.2,487,0,Yes,Medium
REC01075,2023-09-21,Western,Mbarara,Montane Forest,5199.88,48.57,2130.3,79,11,No,Low
REC01076,2022-01-04,Central,Mukono,Dry Forest,4428.67,309.0,1230.3,634,22,No,High
REC01077,2024-11-23,Western,Kabale,Dry Forest,5192.63,16.27,2001.6,431,0,No,Low
REC01078,2022-11-28,Northern,Gulu,Woodland,2682.65,6.41,1132.8,165,2,Yes,Low
REC01079,2022-12-05,Western,Mbarara,Montane Forest,884.93,59.62,2283.1,600,5,No,Low
REC01080,2023-04-17,Northern,Gulu,Woodland,6101.13,484.48,1600.1,112,18,Yes,High
REC01081,2024-06-05,Central,Wakiso,Montane Forest,5937.66,71.71,1530.1,873,1,Yes,Low
REC01082,2024-07-03,Western,Kabale,Plantation,6319.46,221.29,1355.5,200,15,Yes,High
REC01083,2024-05-10,Northern,Gulu,Plantation,3642.01,287.85,772.3,433,9,No,Medium
REC01084,2022-05-27,Central,Wakiso,Plantation,8160.75,535.91,726.7,483,20,No,High
REC01085,2022-09-21,Central,Mukono,Plantation,8438.57,635.93,776.6,785,13,Yes,High
REC01086,2024-04-04,Western,Kabale,Montane Forest,8501.9,509.52,1345.7,686,16,No,High
REC01087,2024-04-09,Western,Kabale,Plantation,9366.67,7.95,1798.8,380,8,Yes,Low
REC01088,2023-10-06,Eastern,Mbale,Montane Forest,4854.88,353.36,2201.7,371,25,No,High
